,msg_type,count,msg_channel,msg_note,msg_velocity,tick
58,['note_on'],1,[0],[68],[64],360
59,['note_on'],1,[0],[68],[64],360
60,['note_on'],1,[0],[68],[64],360
61,['note_on'],1,[0],[68],[64],360
62,['note_on'],1,[0],[68],[64],360
63,['note_on'],1,[0],[68],[64],360
64,['note_on'],1,[0],[68],[64],360
65,['note_on'],1,[0],[68],[64],360
66,['note_on'],1,[0],[68],[64],360
67,['note_on'],1,[0],[68],[64],360
68,['note_on'],1,[0],[68],[64],360
69,['note_on'],1,[0],[68],[64],360
70,['note_on'],1,[0],[68],[64],360
71,['note_on'],1,[0],[68],[64],360
72,['note_on'],1,[0],[68],[64],360
73,['note_on'],1,[0],[68],[64],360
74,['note_on'],1,[0],[68],[64],360
75,['note_on'],1,[0],[68],[64],360
76,['note_on'],1,[0],[68],[64],360
77,['note_on'],1,[0],[68],[64],360
78,['note_on'],1,[0],[68],[64],360
79,['note_on'],1,[0],[68],[64],360
80,['note_on'],1,[0],[68],[64],360
81,['note_on'],1,[0],[68],[64],360
82,['note_on'],1,[0],[68],[64],360
83,['note_on'],1,[0],[68],[64],360
84,['note_on'],1,[0],[68],[64],360
85,['note_on'],1,[0],[68],[64],360
86,['note_on'],1,[0],[68],[64],360
87,['note_on'],1,[0],[68],[64],360
88,['note_on'],1,[0],[68],[64],360
89,['note_on'],1,[0],[68],[64],360
90,['note_on'],1,[0],[68],[64],360
91,['note_on'],1,[0],[68],[64],360
92,['note_on'],1,[0],[68],[64],360
93,['note_on'],1,[0],[68],[64],360
94,['note_on'],1,[0],[68],[64],360
95,['note_on'],1,[0],[68],[64],360
96,['note_on'],1,[0],[68],[64],360
97,['note_on'],1,[0],[68],[64],360
98,['note_on'],1,[0],[68],[64],360
99,['note_on'],1,[0],[68],[64],360
100,['note_on'],1,[0],[68],[64],360
101,['note_on'],1,[0],[68],[64],360
102,['note_on'],1,[0],[68],[64],360
103,['note_on'],1,[0],[68],[64],360
104,['note_on'],1,[0],[68],[64],360
105,['note_on'],1,[0],[68],[64],360
106,['note_on'],1,[0],[68],[64],360
107,['note_on'],1,[0],[68],[64],360
108,['note_on'],1,[0],[68],[64],360
109,['note_on'],1,[0],[68],[64],360
110,['note_on'],1,[0],[68],[64],360
111,['note_on'],1,[0],[68],[64],360
112,['note_on'],1,[0],[68],[64],360
113,['note_on'],1,[0],[68],[64],360
114,['note_on'],1,[0],[68],[64],360
115,['note_on'],1,[0],[68],[64],360
116,['note_on'],1,[0],[68],[64],360
117,['note_on'],1,[0],[68],[64],360
118,['note_on'],1,[0],[68],[64],360
119,['note_on'],1,[0],[68],[64],360
120,['note_on'],1,[0],[68],[64],360
121,['note_on'],1,[0],[68],[64],360
122,['note_on'],1,[0],[68],[64],360
123,['note_on'],1,[0],[68],[64],360
124,['note_on'],1,[0],[68],[64],360
125,['note_on'],1,[0],[68],[64],360
126,['note_on'],1,[0],[68],[64],360
127,['note_on'],1,[0],[68],[64],360
128,['note_on'],1,[0],[68],[64],360
129,['note_on'],1,[0],[68],[64],360
130,['note_on'],1,[0],[68],[64],360
131,['note_on'],1,[0],[68],[64],360
132,['note_on'],1,[0],[68],[64],360
133,['note_on'],1,[0],[68],[64],360
134,['note_on'],1,[0],[68],[64],360
135,['note_on'],1,[0],[68],[64],360
136,['note_on'],1,[0],[68],[64],360
137,['note_on'],1,[0],[68],[64],360
138,['note_on'],1,[0],[68],[64],360
139,['note_on'],1,[0],[68],[64],360
140,['note_on'],1,[0],[68],[64],360
141,['note_on'],1,[0],[68],[64],360
142,['note_on'],1,[0],[68],[64],360
143,['note_on'],1,[0],[68],[64],360
144,['note_on'],1,[0],[68],[64],360
145,['note_on'],1,[0],[68],[64],360
146,['note_on'],1,[0],[68],[64],360
147,['note_on'],1,[0],[68],[64],360
148,['note_on'],1,[0],[68],[64],360
149,['note_on'],1,[0],[68],[64],360
150,['note_on'],1,[0],[68],[64],360
151,['note_on'],1,[0],[68],[64],360
152,['note_on'],1,[0],[68],[64],360
153,['note_on'],1,[0],[68],[64],360
154,['note_on'],1,[0],[68],[64],360
155,['note_on'],1,[0],[68],[64],360
156,['note_on'],1,[0],[68],[64],360
157,['note_on'],1,[0],[68],[64],360
158,['note_on'],1,[0],[68],[64],360
159,['note_on'],1,[0],[68],[64],360
160,['note_on'],1,[0],[68],[64],360
161,['note_on'],1,[0],[68],[64],360
162,['note_on'],1,[0],[68],[64],360
163,['note_on'],1,[0],[68],[64],360
164,['note_on'],1,[0],[68],[64],360
165,['note_on'],1,[0],[68],[64],360
166,['note_on'],1,[0],[68],[64],360
167,['note_on'],1,[0],[68],[64],360
168,['note_on'],1,[0],[68],[64],360
169,['note_on'],1,[0],[68],[64],360
170,['note_on'],1,[0],[68],[64],360
171,['note_on'],1,[0],[68],[64],360
172,['note_on'],1,[0],[68],[64],360
173,['note_on'],1,[0],[68],[64],360
174,['note_on'],1,[0],[68],[64],360
175,['note_on'],1,[0],[68],[64],360
176,['note_on'],1,[0],[68],[64],360
177,['note_on'],1,[0],[68],[64],360
178,['note_on'],1,[0],[68],[64],360
179,['note_on'],1,[0],[68],[64],360
180,['note_on'],1,[0],[68],[64],360
181,['note_on'],1,[0],[68],[64],360
182,['note_on'],1,[0],[68],[64],360
183,['note_on'],1,[0],[68],[64],360
184,['note_on'],1,[0],[68],[64],360
185,['note_on'],1,[0],[68],[64],360
186,['note_on'],1,[0],[68],[64],360
187,['note_on'],1,[0],[68],[64],360
188,['note_on'],1,[0],[68],[64],360
189,['note_on'],1,[0],[68],[64],360
190,['note_on'],1,[0],[68],[64],360
191,['note_on'],1,[0],[68],[64],360
192,['note_on'],1,[0],[68],[64],360
193,['note_on'],1,[0],[68],[64],360
194,['note_on'],1,[0],[68],[64],360
195,['note_on'],1,[0],[68],[64],360
196,['note_on'],1,[0],[68],[64],360
197,['note_on'],1,[0],[68],[64],360
198,['note_on'],1,[0],[68],[64],360
199,['note_on'],1,[0],[68],[64],360
200,['note_on'],1,[0],[68],[64],360
201,['note_on'],1,[0],[68],[64],360
202,['note_on'],1,[0],[68],[64],360
203,['note_on'],1,[0],[68],[64],360
204,['note_on'],1,[0],[68],[64],360
205,['note_on'],1,[0],[68],[64],360
206,['note_on'],1,[0],[68],[64],360
207,['note_on'],1,[0],[68],[64],360
208,['note_on'],1,[0],[68],[64],360
209,['note_on'],1,[0],[68],[64],360
210,['note_on'],1,[0],[68],[64],360
211,['note_on'],1,[0],[68],[64],360
212,['note_on'],1,[0],[68],[64],360
213,['note_on'],1,[0],[68],[64],360
214,['note_on'],1,[0],[68],[64],360
215,['note_on'],1,[0],[68],[64],360
216,['note_on'],1,[0],[68],[64],360
217,['note_on'],1,[0],[68],[64],360
218,['note_on'],1,[0],[68],[64],360
219,['note_on'],1,[0],[68],[64],360
220,['note_on'],1,[0],[68],[64],360
221,['note_on'],1,[0],[68],[64],360
222,['note_on'],1,[0],[68],[64],360
223,['note_on'],1,[0],[68],[64],360
224,['note_on'],1,[0],[68],[64],360
225,['note_on'],1,[0],[68],[64],360
226,['note_on'],1,[0],[68],[64],360
227,['note_on'],1,[0],[68],[64],360
228,['note_on'],1,[0],[68],[64],360
229,['note_on'],1,[0],[68],[64],360
230,['note_on'],1,[0],[68],[64],360
231,['note_on'],1,[0],[68],[64],360
232,['note_on'],1,[0],[68],[64],360
233,['note_on'],1,[0],[68],[64],360
234,['note_on'],1,[0],[68],[64],360
235,['note_on'],1,[0],[68],[64],360
236,['note_on'],1,[0],[68],[64],360
237,['note_on'],1,[0],[68],[64],360
238,['note_on'],1,[0],[68],[64],360
239,['note_on'],1,[0],[68],[64],360
240,['note_on'],1,[0],[68],[64],360
241,['note_on'],1,[0],[68],[64],360
242,['note_on'],1,[0],[68],[64],360
243,['note_on'],1,[0],[68],[64],360
244,['note_on'],1,[0],[68],[64],360
245,['note_on'],1,[0],[68],[64],360
246,['note_on'],1,[0],[68],[64],360
247,['note_on'],1,[0],[68],[64],360
248,['note_on'],1,[0],[68],[64],360
249,['note_on'],1,[0],[68],[64],360
250,['note_on'],1,[0],[68],[64],360
251,['note_on'],1,[0],[68],[64],360
252,['note_on'],1,[0],[68],[64],360
253,['note_on'],1,[0],[68],[64],360
254,['note_on'],1,[0],[68],[64],360
255,['note_on'],1,[0],[68],[64],360
256,['note_on'],1,[0],[68],[64],360
257,['note_on'],1,[0],[68],[64],360
258,['note_on'],1,[0],[68],[64],360
259,['note_on'],1,[0],[68],[64],360
260,['note_on'],1,[0],[68],[64],360
261,['note_on'],1,[0],[68],[64],360
262,['note_on'],1,[0],[68],[64],360
263,['note_on'],1,[0],[68],[64],360
264,['note_on'],1,[0],[68],[64],360
265,['note_on'],1,[0],[68],[64],360
266,['note_on'],1,[0],[68],[64],360
267,['note_on'],1,[0],[68],[64],360
268,['note_on'],1,[0],[68],[64],360
269,['note_on'],1,[0],[68],[64],360
270,['note_on'],1,[0],[68],[64],360
271,['note_on'],1,[0],[68],[64],360
272,['note_on'],1,[0],[68],[64],360
273,['note_on'],1,[0],[68],[64],360
274,['note_on'],1,[0],[68],[64],360
275,['note_on'],1,[0],[68],[64],360
276,['note_on'],1,[0],[68],[64],360
277,['note_on'],1,[0],[68],[64],360
278,['note_on'],1,[0],[68],[64],360
279,['note_on'],1,[0],[68],[64],360
280,['note_on'],1,[0],[68],[64],360
281,['note_on'],1,[0],[68],[64],360
282,['note_on'],1,[0],[68],[64],360
283,['note_on'],1,[0],[68],[64],360
284,['note_on'],1,[0],[68],[64],360
285,['note_on'],1,[0],[68],[64],360
286,['note_on'],1,[0],[68],[64],360
287,['note_on'],1,[0],[68],[64],360
288,['note_on'],1,[0],[68],[64],360
289,['note_on'],1,[0],[68],[64],360
290,['note_on'],1,[0],[68],[64],360
291,['note_on'],1,[0],[68],[64],360
292,['note_on'],1,[0],[68],[64],360
293,['note_on'],1,[0],[68],[64],360
294,['note_on'],1,[0],[68],[64],360
295,['note_on'],1,[0],[68],[64],360
296,['note_on'],1,[0],[68],[64],360
297,['note_on'],1,[0],[68],[64],360
298,['note_on'],1,[0],[68],[64],360
299,['note_on'],1,[0],[68],[64],360
300,['note_on'],1,[0],[68],[64],360
301,['note_on'],1,[0],[68],[64],360
302,['note_on'],1,[0],[68],[64],360
303,['note_on'],1,[0],[68],[64],360
304,['note_on'],1,[0],[68],[64],360
305,['note_on'],1,[0],[68],[64],360
306,['note_on'],1,[0],[68],[64],360
307,['note_on'],1,[0],[68],[64],360
308,['note_on'],1,[0],[68],[64],360
309,['note_on'],1,[0],[68],[64],360
310,['note_on'],1,[0],[68],[64],360
311,['note_on'],1,[0],[68],[64],360
312,['note_on'],1,[0],[68],[64],360
313,['note_on'],1,[0],[68],[64],360
314,['note_on'],1,[0],[68],[64],360
315,['note_on'],1,[0],[68],[64],360
316,['note_on'],1,[0],[68],[64],360
317,['note_on'],1,[0],[68],[64],360
318,['note_on'],1,[0],[68],[64],360
319,['note_on'],1,[0],[68],[64],360
320,['note_on'],1,[0],[68],[64],360
321,['note_on'],1,[0],[68],[64],360
322,['note_on'],1,[0],[68],[64],360
323,['note_on'],1,[0],[68],[64],360
324,['note_on'],1,[0],[68],[64],360
325,['note_on'],1,[0],[68],[64],360
326,['note_on'],1,[0],[68],[64],360
327,['note_on'],1,[0],[68],[64],360
328,['note_on'],1,[0],[68],[64],360
329,['note_on'],1,[0],[68],[64],360
330,['note_on'],1,[0],[68],[64],360
331,['note_on'],1,[0],[68],[64],360
332,['note_on'],1,[0],[68],[64],360
333,['note_on'],1,[0],[68],[64],360
334,['note_on'],1,[0],[68],[64],360
335,['note_on'],1,[0],[68],[64],360
336,['note_on'],1,[0],[68],[64],360
337,['note_on'],1,[0],[68],[64],360
338,['note_on'],1,[0],[68],[64],360
339,['note_on'],1,[0],[68],[64],360
340,['note_on'],1,[0],[68],[64],360
341,['note_on'],1,[0],[68],[64],360
342,['note_on'],1,[0],[68],[64],360
343,['note_on'],1,[0],[68],[64],360
344,['note_on'],1,[0],[68],[64],360
345,['note_on'],1,[0],[68],[64],360
346,['note_on'],1,[0],[68],[64],360
347,['note_on'],1,[0],[68],[64],360
348,['note_on'],1,[0],[68],[64],360
349,['note_on'],1,[0],[68],[64],360
350,['note_on'],1,[0],[68],[64],360
351,['note_on'],1,[0],[68],[64],360
352,['note_on'],1,[0],[68],[64],360
353,['note_on'],1,[0],[68],[64],360
354,['note_on'],1,[0],[68],[64],360
355,['note_on'],1,[0],[68],[64],360
356,['note_on'],1,[0],[68],[64],360
357,['note_on'],1,[0],[68],[64],360
358,['note_on'],1,[0],[68],[64],360
359,['note_on'],1,[0],[68],[64],360
360,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
361,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
362,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
363,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
364,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
365,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
366,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
367,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
368,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
369,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
370,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
371,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
372,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
373,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
374,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
375,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
376,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
377,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
378,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
379,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
380,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
381,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
382,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
383,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
384,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
385,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
386,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
387,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
388,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
389,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
390,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
391,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
392,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
393,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
394,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
395,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
396,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
397,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
398,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
399,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
400,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
401,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
402,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
403,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
404,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
405,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
406,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
407,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
408,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
409,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
410,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
411,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
412,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
413,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
414,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
415,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
416,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
417,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
418,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
419,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
420,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
421,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
422,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
423,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
424,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
425,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
426,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
427,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
428,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
429,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
430,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
431,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
432,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
433,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
434,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
435,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
436,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
437,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
438,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
439,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
440,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
441,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
442,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
443,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
444,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
445,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
446,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
447,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
448,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
449,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
450,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
451,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
452,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
453,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
454,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
455,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
456,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
457,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
458,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
459,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
460,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
461,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
462,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
463,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
464,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
465,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
466,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
467,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
468,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
469,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
470,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
471,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
472,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
473,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
474,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
475,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
476,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
477,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
478,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
479,"['note_off', 'note_on']",2,"[0, 0]","[68, 70]","[80, 64]",480
480,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
481,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
482,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
483,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
484,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
485,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
486,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
487,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
488,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
489,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
490,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
491,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
492,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
493,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
494,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
495,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
496,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
497,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
498,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
499,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
500,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
501,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
502,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
503,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
504,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
505,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
506,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
507,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
508,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
509,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
510,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
511,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
512,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
513,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
514,"['note_off', 'note_on']",2,"[0, 0]","[70, 68]","[74, 64]",540
